"Variation SKU","Variation Label","Variation Record Key","Parent SKU","Parent Name","Linked Sites","Site Brand Mapping","Feed Title","Feed Description","Price Amount","Currency","Feed Price","Availability","Condition","Item Group ID","Color","Texture / Pattern","Material","Length","Width","Height","Depth","Projection","Diameter","Sides","Selected Attributes","Image Link","Product Link","Google Product Category","GTIN","MPN","Identifier Exists","Airtable Import Status","Marketplace Export Status","PIM Issues","Regular Price Original","Tiered Pricing","Stock","Is Active","Published"
"COLSET-MOD007-0033","COLSET-MOD007-0033","COLSET-MOD007-0033","COLSET-MOD007","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — 24"", 240""","Complete square column set: precision-slotted shaft for post retrofit, with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with round/square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","8548.00","USD","8548.00 USD","","new","COLSET-MOD007","","","","","24""","240""","","","","","Width: 24"", Height: 240""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$8548.00","{""1-6"":4446,""7-19"":4275,""20+"":4105}","","1","1"
"COLSET-MOD007-0034","COLSET-MOD007-0034","COLSET-MOD007-0034","COLSET-MOD007","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Slotted Column Set - Tuscan Square Cap & Tuscan Base Square — 24"", 264""","Complete square column set: precision-slotted shaft for post retrofit, with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with round/square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","9629.00","USD","9629.00 USD","","new","COLSET-MOD007","","","","","24""","264""","","","","","Width: 24"", Height: 264""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$9629.00","{""1-6"":5009,""7-19"":4816,""20+"":4624}","","1","1"
"COLSET-MOD008-0001","COLSET-MOD008-0001","COLSET-MOD008-0001","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 8"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","340.00","USD","340.00 USD","","new","COLSET-MOD008","","","","","8""","96""","","","","","Width: 8"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$340.00","{""1-6"":179,""7-19"":173,""20+"":165}","","1","1"
"COLSET-MOD008-0002","COLSET-MOD008-0002","COLSET-MOD008-0002","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 8"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","385.00","USD","385.00 USD","","new","COLSET-MOD008","","","","","8""","108""","","","","","Width: 8"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$385.00","{""1-6"":203,""7-19"":194,""20+"":186}","","1","1"
"COLSET-MOD008-0003","COLSET-MOD008-0003","COLSET-MOD008-0003","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 10"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","449.00","USD","449.00 USD","","new","COLSET-MOD008","","","","","10""","96""","","","","","Width: 10"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$449.00","{""1-6"":236,""7-19"":228,""20+"":218}","","1","1"
"COLSET-MOD008-0004","COLSET-MOD008-0004","COLSET-MOD008-0004","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 10"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","475.00","USD","475.00 USD","","new","COLSET-MOD008","","","","","10""","108""","","","","","Width: 10"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$475.00","{""1-6"":249,""7-19"":240,""20+"":230}","","1","1"
"COLSET-MOD008-0005","COLSET-MOD008-0005","COLSET-MOD008-0005","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 12"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","523.00","USD","523.00 USD","","new","COLSET-MOD008","","","","","12""","96""","","","","","Width: 12"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$523.00","{""1-6"":274,""7-19"":263,""20+"":253}","","1","1"
"COLSET-MOD008-0006","COLSET-MOD008-0006","COLSET-MOD008-0006","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 12"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","568.00","USD","568.00 USD","","new","COLSET-MOD008","","","","","12""","108""","","","","","Width: 12"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$568.00","{""1-6"":296,""7-19"":285,""20+"":274}","","1","1"
"COLSET-MOD008-0007","COLSET-MOD008-0007","COLSET-MOD008-0007","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 12"", 120""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","610.00","USD","610.00 USD","","new","COLSET-MOD008","","","","","12""","120""","","","","","Width: 12"", Height: 120""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$610.00","{""1-6"":319,""7-19"":306,""20+"":295}","","1","1"
"COLSET-MOD008-0008","COLSET-MOD008-0008","COLSET-MOD008-0008","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 12"", 144""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","809.00","USD","809.00 USD","","new","COLSET-MOD008","","","","","12""","144""","","","","","Width: 12"", Height: 144""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$809.00","{""1-6"":421,""7-19"":405,""20+"":389}","","1","1"
"COLSET-MOD008-0009","COLSET-MOD008-0009","COLSET-MOD008-0009","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 14"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1318.00","USD","1318.00 USD","","new","COLSET-MOD008","","","","","14""","96""","","","","","Width: 14"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1318.00","{""1-6"":686,""7-19"":660,""20+"":634}","","1","1"
"COLSET-MOD008-0010","COLSET-MOD008-0010","COLSET-MOD008-0010","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 14"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1333.00","USD","1333.00 USD","","new","COLSET-MOD008","","","","","14""","108""","","","","","Width: 14"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1333.00","{""1-6"":695,""7-19"":668,""20+"":641}","","1","1"
"COLSET-MOD008-0011","COLSET-MOD008-0011","COLSET-MOD008-0011","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 14"", 120""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1350.00","USD","1350.00 USD","","new","COLSET-MOD008","","","","","14""","120""","","","","","Width: 14"", Height: 120""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1350.00","{""1-6"":703,""7-19"":675,""20+"":649}","","1","1"
"COLSET-MOD008-0012","COLSET-MOD008-0012","COLSET-MOD008-0012","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 14"", 144""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1484.00","USD","1484.00 USD","","new","COLSET-MOD008","","","","","14""","144""","","","","","Width: 14"", Height: 144""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1484.00","{""1-6"":773,""7-19"":743,""20+"":713}","","1","1"
"COLSET-MOD008-0013","COLSET-MOD008-0013","COLSET-MOD008-0013","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 16"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1399.00","USD","1399.00 USD","","new","COLSET-MOD008","","","","","16""","96""","","","","","Width: 16"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1399.00","{""1-6"":729,""7-19"":700,""20+"":673}","","1","1"
"COLSET-MOD008-0014","COLSET-MOD008-0014","COLSET-MOD008-0014","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 16"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1541.00","USD","1541.00 USD","","new","COLSET-MOD008","","","","","16""","108""","","","","","Width: 16"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1541.00","{""1-6"":804,""7-19"":773,""20+"":741}","","1","1"
"COLSET-MOD008-0015","COLSET-MOD008-0015","COLSET-MOD008-0015","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 16"", 120""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1685.00","USD","1685.00 USD","","new","COLSET-MOD008","","","","","16""","120""","","","","","Width: 16"", Height: 120""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1685.00","{""1-6"":878,""7-19"":844,""20+"":810}","","1","1"
"COLSET-MOD008-0016","COLSET-MOD008-0016","COLSET-MOD008-0016","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 16"", 144""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","1885.00","USD","1885.00 USD","","new","COLSET-MOD008","","","","","16""","144""","","","","","Width: 16"", Height: 144""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$1885.00","{""1-6"":983,""7-19"":944,""20+"":906}","","1","1"
"COLSET-MOD008-0017","COLSET-MOD008-0017","COLSET-MOD008-0017","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 96""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","3214.00","USD","3214.00 USD","","new","COLSET-MOD008","","","","","18""","96""","","","","","Width: 18"", Height: 96""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$3214.00","{""1-6"":1673,""7-19"":1609,""20+"":1544}","","1","1"
"COLSET-MOD008-0018","COLSET-MOD008-0018","COLSET-MOD008-0018","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 108""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","3321.00","USD","3321.00 USD","","new","COLSET-MOD008","","","","","18""","108""","","","","","Width: 18"", Height: 108""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$3321.00","{""1-6"":1730,""7-19"":1663,""20+"":1596}","","1","1"
"COLSET-MOD008-0019","COLSET-MOD008-0019","COLSET-MOD008-0019","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 120""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","3431.00","USD","3431.00 USD","","new","COLSET-MOD008","","","","","18""","120""","","","","","Width: 18"", Height: 120""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$3431.00","{""1-6"":1786,""7-19"":1718,""20+"":1649}","","1","1"
"COLSET-MOD008-0020","COLSET-MOD008-0020","COLSET-MOD008-0020","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 144""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","3916.00","USD","3916.00 USD","","new","COLSET-MOD008","","","","","18""","144""","","","","","Width: 18"", Height: 144""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$3916.00","{""1-6"":2039,""7-19"":1960,""20+"":1881}","","1","1"
"COLSET-MOD008-0021","COLSET-MOD008-0021","COLSET-MOD008-0021","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 168""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","4101.00","USD","4101.00 USD","","new","COLSET-MOD008","","","","","18""","168""","","","","","Width: 18"", Height: 168""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$4101.00","{""1-6"":2134,""7-19"":2053,""20+"":1970}","","1","1"
"COLSET-MOD008-0022","COLSET-MOD008-0022","COLSET-MOD008-0022","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 192""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","4436.00","USD","4436.00 USD","","new","COLSET-MOD008","","","","","18""","192""","","","","","Width: 18"", Height: 192""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$4436.00","{""1-6"":2310,""7-19"":2221,""20+"":2133}","","1","1"
"COLSET-MOD008-0023","COLSET-MOD008-0023","COLSET-MOD008-0023","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 216""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","4994.00","USD","4994.00 USD","","new","COLSET-MOD008","","","","","18""","216""","","","","","Width: 18"", Height: 216""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$4994.00","{""1-6"":2599,""7-19"":2499,""20+"":2399}","","1","1"
"COLSET-MOD008-0024","COLSET-MOD008-0024","COLSET-MOD008-0024","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 18"", 240""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","5535.00","USD","5535.00 USD","","new","COLSET-MOD008","","","","","18""","240""","","","","","Width: 18"", Height: 240""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$5535.00","{""1-6"":2880,""7-19"":2769,""20+"":2659}","","1","1"
"COLSET-MOD008-0025","COLSET-MOD008-0025","COLSET-MOD008-0025","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 20"", 144""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","4220.00","USD","4220.00 USD","","new","COLSET-MOD008","","","","","20""","144""","","","","","Width: 20"", Height: 144""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$4220.00","{""1-6"":2196,""7-19"":2111,""20+"":2028}","","1","1"
"COLSET-MOD008-0026","COLSET-MOD008-0026","COLSET-MOD008-0026","COLSET-MOD008","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square","decorativearchitecturalshapes.com,decorativearchitecturalproducts.com","{""decorativearchitecturalproducts.com"": ""Decorative Architectural Products"", ""decorativearchitecturalshapes.com"": ""Decorative Architectural Shapes""}","Square Fluted Column Set - Tuscan Square Cap & Tuscan Base Square — 20"", 168""","Complete square column set: classical fluted shaft with Tuscan Square capital and Tuscan square base. Retrofit-capable — available solid or with square cutout. PRICING NOT CONFIRMED BY SOURCE: same Width×Height grid as Round Plain (COLSET-MOD001), applied on the assumption that shaft style and profile do not affect set price. Verify before publishing.","4454.00","USD","4454.00 USD","","new","COLSET-MOD008","","","","","20""","168""","","","","","Width: 20"", Height: 168""","","","","","","","READY","BLOCKED","Stock is empty | Parent attributes not selected: Texture","$4454.00","{""1-6"":2318,""7-19"":2229,""20+"":2140}","","1","1"
